,class,probs
10117,d,0.67
10118,b,0.63
10119,d,0.74
10120,c,0.56
10121,d,0.6
10122,d,0.68
10123,c,0.67
10124,c,0.68
10125,d,0.72
10126,b,0.99
10127,b,0.7
10128,c,0.58
10129,b,0.71
10130,c,0.58
10131,c,0.59
10132,d,0.72
10133,b,0.64
10134,d,0.8
10135,b,0.66
10136,b,0.58
10137,b,0.62
10138,b,0.66
10139,d,0.61
10140,c,0.58
10141,c,0.66
10142,a,0.72
10143,d,0.58
10144,c,0.78
10145,d,0.91
10146,c,0.56
10147,b,0.58
10148,b,0.66
10149,a,0.88
10150,a,0.63
10151,a,0.81
10152,d,0.64
10153,a,0.66
10154,d,0.71
10155,c,0.58
10156,c,0.97
10157,b,0.59
10158,d,0.62
10159,b,0.71
10160,d,0.52
10161,c,0.95
10162,a,0.55
10163,a,0.83
10164,a,0.73
10165,c,0.62
10166,a,0.47
10167,c,0.92
10168,a,0.65
10169,a,0.68
10170,a,0.67
10171,a,0.62
10172,b,0.6
10173,d,0.73
10174,a,0.59
10175,d,0.82
10176,a,0.6
10177,b,0.59
10178,b,0.68
10179,b,0.88
10180,a,0.93
10181,c,0.62
10182,d,0.59
10183,a,0.82
10184,d,0.69
10185,b,0.6
10186,b,0.68
10187,a,0.69
10188,c,0.91
10189,b,0.59
10190,a,0.8
10191,b,0.55
10192,c,0.75
10193,c,0.78
10194,d,0.59
10195,b,0.62
10196,b,0.61
10197,b,0.7
10198,a,0.66
10199,b,0.84
10200,c,0.58
10201,c,0.59
10202,d,0.57
10203,a,0.63
10204,d,0.6
10205,d,0.92
10206,d,0.61
10207,a,0.58
10208,c,0.77
10209,d,0.61
10210,b,0.65
10211,c,0.62
10212,a,0.55
10213,a,0.74
10214,d,0.83
10215,c,0.72
10216,c,0.65
10217,a,0.61
10218,c,0.82
10219,c,0.65
10220,c,0.51
10221,b,0.63
10222,a,0.59
10223,b,0.66
10224,c,0.65
10225,b,0.6
10226,b,0.64
10227,c,0.57
10228,d,0.9
10229,d,0.63
10230,a,0.58
10231,b,0.86
10232,d,0.61
10233,b,0.73
10234,a,0.63
10235,d,0.65
10236,c,0.65
10237,c,0.61
10238,a,0.78
10239,c,0.55
10240,b,0.66
10241,b,0.7
10242,c,0.57
10243,b,0.62
10244,a,0.73
10245,a,0.61
10246,d,0.79
10247,b,0.76
10248,d,0.62
10249,a,0.66
10250,c,0.77
10251,c,0.92
10252,c,0.67
10253,d,0.88
10254,b,0.63
10255,d,0.72
10256,a,0.68
10257,d,0.56
10258,a,0.96
10259,a,0.56
10260,a,0.82
10261,b,0.83
10262,b,0.86
10263,b,0.65
10264,a,0.56
10265,b,0.66
10266,b,0.69
10267,c,0.87
10268,b,0.77
10269,d,0.59
10270,c,0.79
10271,a,0.57
10272,d,0.63
10273,d,0.63
10274,c,0.92
10275,a,0.59
10276,b,0.54
10277,b,0.73
10278,b,0.71
10279,c,0.68
10280,d,0.6
10281,b,0.64
10282,b,0.68
10283,c,0.64
10284,a,0.66
10285,a,0.62
10286,b,0.65
10287,b,0.77
10288,d,0.55
10289,b,0.67
10290,c,0.61
10291,a,0.66
10292,c,0.62
10293,a,0.64
10294,b,0.57
10295,d,0.66
10296,a,0.65
10297,c,0.55
10298,d,0.86
10299,a,0.6
10300,b,0.92
10301,a,0.63
10302,c,0.66
10303,c,0.61
10304,a,0.66
10305,b,0.74
10306,a,0.64
10307,a,0.53
10308,d,0.68
10309,b,0.65
10310,c,0.65
10311,a,0.63
10312,d,0.65
10313,d,0.72
10314,c,0.56
10315,b,0.63
10316,d,0.55
10317,a,0.6
10318,c,0.58
10319,a,0.9
10320,b,0.72
10321,d,0.52
10322,c,0.62
10323,d,0.61
10324,b,0.66
10325,b,0.63
10326,d,0.64
10327,b,0.95
10328,c,0.6
10329,b,0.87
10330,d,0.62
10331,d,0.59
10332,a,0.61
10333,b,0.93
10334,b,0.94
10335,b,0.76
10336,d,0.6
10337,d,0.85
10338,b,0.73
10339,c,0.67
10340,a,0.63
10341,a,0.66
10342,a,0.64
10343,d,0.6
10344,d,0.62
10345,a,0.63
10346,c,0.68
10347,a,0.56
10348,d,0.59
10349,c,0.65
10350,a,0.93
10351,d,0.67
10352,b,0.65
10353,c,0.62
10354,b,0.63
10355,d,0.59
10356,c,0.67
10357,b,0.63
10358,c,0.53
10359,d,0.51
10360,a,0.55
10361,c,0.67
10362,a,0.56
10363,d,0.58
10364,d,0.63
10365,b,0.88
10366,a,0.67
10367,c,0.64
10368,a,0.56
10369,d,0.96
10370,c,0.7
10371,d,0.47
10372,c,0.75
10373,b,0.55
10374,b,0.54
10375,c,0.56
10376,c,0.52
10377,c,0.52
10378,a,0.54
10379,a,0.57
10380,a,0.41
10381,b,0.54
10382,c,0.5
10383,b,0.52
10384,b,0.53
10385,b,0.47
10386,c,0.54
10387,b,0.57
10388,b,0.55
10389,d,0.49
10390,c,0.51
10391,b,0.58
10392,c,0.54
10393,d,0.53
10394,a,0.5
10395,b,0.53
10396,b,0.86
10397,a,0.59
10398,c,0.57
10399,a,0.47
10400,d,0.51
10401,d,0.48
10402,a,0.54
10403,c,0.48
10404,b,0.54
10405,d,0.51
10406,a,0.5
10407,b,0.59
10408,a,0.48
10409,c,0.52
10410,b,0.6
10411,d,0.55
10412,d,0.49
10413,d,0.52
10414,a,0.47
10415,d,0.52
10416,a,0.43
10417,c,0.55
10418,d,0.49
10419,c,0.53
10420,b,0.52
10421,c,0.56
10422,d,0.5
10423,b,0.5
10424,c,0.56
10425,d,0.52
10426,a,0.54
10427,b,0.49
10428,a,0.51
10429,b,0.47
10430,a,0.59
10431,c,0.5
10432,a,0.47
10433,d,0.53
10434,b,0.53
10435,b,0.64
10436,a,0.52
10437,b,0.56
10438,a,0.53
10439,b,0.5
10440,b,0.55
10441,b,0.44
10442,c,0.51
10443,c,0.55
10444,d,0.56
10445,c,0.61
10446,a,0.56
10447,b,0.47
10448,c,0.54
10449,b,0.53
10450,a,0.56
10451,a,0.55
10452,a,0.52
10453,d,0.56
10454,c,0.44
10455,a,0.53
10456,c,0.54
10457,d,0.54
10458,a,0.57
10459,b,0.55
10460,d,0.6
10461,b,0.59
10462,b,0.49
10463,d,0.57
10464,d,0.5
10465,c,0.48
10466,d,0.53
10467,a,0.55
10468,c,0.49
10469,d,0.5
10470,c,0.58
10471,d,0.56
10472,c,0.51
10473,a,0.89
10474,b,0.54
10475,a,0.6
10476,d,0.52
10477,d,0.48
10478,c,0.56
10479,a,0.5
10480,c,0.51
10481,a,0.54
10482,d,0.56
10483,b,0.73
10484,c,0.54
10485,b,0.52
10486,c,0.53
10487,c,0.5
10488,c,0.51
10489,c,0.49
10490,b,0.52
10491,d,0.53
10492,a,0.52
10493,a,0.52
10494,b,0.51
10495,a,0.53
10496,c,0.55
10497,a,0.46
10498,c,0.55
10499,c,0.52
10500,a,0.52
10501,d,0.56
10502,c,0.52
10503,a,0.52
10504,d,0.51
10505,d,0.53
10506,c,0.49
10507,c,0.56
10508,b,0.47
10509,c,0.52
10510,c,0.53
10511,d,0.58
10512,c,0.54
10513,a,0.47
10514,d,0.49
10515,d,0.5
10516,a,0.52
10517,a,0.49
10518,d,0.54
10519,d,0.5
10520,c,0.56
10521,b,0.52
10522,d,0.52
10523,b,0.57
10524,a,0.5
10525,d,0.55
10526,c,0.51
10527,c,0.6
10528,b,0.53
10529,c,0.51
10530,d,0.55
10531,a,0.45
10532,d,0.55
10533,d,0.46
10534,d,0.51
10535,b,0.55
10536,b,0.48
10537,a,0.58
10538,a,0.57
10539,a,0.57
10540,c,0.54
10541,c,0.52
10542,a,0.51
10543,d,0.58
10544,d,0.55
10545,b,0.59
10546,d,0.54
10547,b,0.45
10548,d,0.51
10549,b,0.52
10550,b,0.51
10551,a,0.46
10552,a,0.5
10553,a,0.56
10554,b,0.51
10555,a,0.51
10556,b,0.57
10557,c,0.56
10558,a,0.6
10559,d,0.55
10560,c,0.56
10561,c,0.52
10562,b,0.56
10563,a,0.52
10564,a,0.62
10565,b,0.55
10566,a,0.83
10567,a,0.53
10568,a,0.5
10569,a,0.5
10570,d,0.52
10571,a,0.5
10572,d,0.54
10573,d,0.55
10574,a,0.52
10575,d,0.54
10576,a,0.55
10577,d,0.55
10578,b,0.58
10579,a,0.54
10580,b,0.53
10581,b,0.57
10582,c,0.5
10583,c,0.55
10584,d,0.54
10585,c,0.52
10586,b,0.55
10587,a,0.52
10588,a,0.57
10589,a,0.56
10590,d,0.51
10591,d,0.55
10592,c,0.5
10593,c,0.5
10594,a,0.64
10595,a,0.56
10596,c,0.44
10597,b,0.58
10598,c,0.55
10599,d,0.53
10600,a,0.55
10601,a,0.5
10602,b,0.55
10603,b,0.58
10604,b,0.45
10605,d,0.5
10606,d,0.5
10607,a,0.5
10608,b,0.57
10609,a,0.44
10610,c,0.49
10611,d,0.53
10612,b,0.54
10613,c,0.5
10614,d,0.58
10615,b,0.52
10616,c,0.56
10617,c,0.47
10618,c,0.57
10619,d,0.51
10620,c,0.55
10621,b,0.46
10622,a,0.5
10623,c,0.56
10624,d,0.58
10625,b,0.54
10626,d,0.41
10627,b,0.59
10628,c,0.54
10629,d,0.54
10630,b,0.51
10631,b,0.57
10632,b,0.54
10633,a,0.51
10634,d,0.58
10635,c,0.58
10636,a,0.55
10637,b,0.49
10638,c,0.53
10639,a,0.56
10640,b,0.59
10641,d,0.6
10642,d,0.51
10643,c,0.59
10644,c,0.56
10645,a,0.58
10646,b,0.57
10647,a,0.49
10648,a,0.53
10649,a,0.49
10650,d,0.55
10651,c,0.52
10652,d,0.57
10653,b,0.5
10654,c,0.56
10655,d,0.53
10656,a,0.6
10657,b,0.53
10658,c,0.51
10659,a,0.55
10660,a,0.56
10661,a,0.52
10662,b,0.51
10663,d,0.56
10664,c,0.53
10665,b,0.57
10666,b,0.51
10667,b,0.47
10668,b,0.58
10669,c,0.54
10670,c,0.55
10671,c,0.52
10672,b,0.6
10673,b,0.53
10674,b,0.61
10675,c,0.44
10676,c,0.56
10677,a,0.42
10678,d,0.52
10679,c,0.48
10680,c,0.55
10681,b,0.51
10682,c,0.62
10683,b,0.51
10684,d,0.55
10685,d,0.53
10686,d,0.48
10687,c,0.55
10688,a,0.49
10689,b,0.47
10690,c,0.49
10691,a,0.56
10692,a,0.56
10693,d,0.56
10694,c,0.53
10695,b,0.53
10696,d,0.56
10697,b,0.51
10698,a,0.44
10699,b,0.53
10700,b,0.46
10701,b,0.53
10702,c,0.53
10703,b,0.53
10704,d,0.54
10705,c,0.84
10706,c,0.55
10707,a,0.55
10708,c,0.51
10709,b,0.55
10710,d,0.54
10711,c,0.52
10712,b,0.47
10713,a,0.53
10714,a,0.46
10715,a,0.52
10716,a,0.49
10717,a,0.57
10718,b,0.61
10719,c,0.54
10720,a,0.57
10721,a,0.57
10722,c,0.45
10723,d,0.58
10724,d,0.56
10725,c,0.55
10726,c,0.54
10727,c,0.52
10728,a,0.53
10729,d,0.51
10730,b,0.52
10731,a,0.65
10732,b,0.42
10733,a,0.51
10734,b,0.53
10735,c,0.48
10736,c,0.57
10737,c,0.56
10738,d,0.49
10739,c,0.48
10740,d,0.53
10741,c,0.54
10742,c,0.54
10743,b,0.58
10744,c,0.53
10745,b,0.54
10746,b,0.54
10747,c,0.5
10748,d,0.57
10749,a,0.57
10750,a,0.54
10751,c,0.53
10752,b,0.55
10753,a,0.5
10754,d,0.55
10755,d,0.6
10756,c,0.53
10757,a,0.53
10758,c,0.52
10759,d,0.53
10760,a,0.52
10761,a,0.56
10762,b,0.54
10763,c,0.6
10764,c,0.56
10765,c,0.62
10766,a,0.52
10767,b,0.52
10768,d,0.49
10769,a,0.56
10770,b,0.46
10771,d,0.53
10772,c,0.47
10773,b,0.54
10774,c,0.55
10775,d,0.49
10776,d,0.53
10777,a,0.54
10778,a,0.56
10779,d,0.52
10780,a,0.53
10781,c,0.48
10782,a,0.64
10783,d,0.55
10784,d,0.51
10785,c,0.53
10786,a,0.51
10787,b,0.58
10788,b,0.52
10789,d,0.53
10790,d,0.54
10791,c,0.55
10792,a,0.54
10793,b,0.52
10794,a,0.51
10795,c,0.52
10796,c,0.54
10797,b,0.62
10798,a,0.52
10799,b,0.48
10800,c,0.48
10801,d,0.55
10802,c,0.52
10803,d,0.51
10804,a,0.57
10805,d,0.55
10806,c,0.54
10807,b,0.53
10808,a,0.48
10809,a,0.56
10810,d,0.53
10811,d,0.48
10812,a,0.51
10813,b,0.51
10814,d,0.5
10815,b,0.5
10816,a,0.51
10817,a,0.52
10818,b,0.56
10819,c,0.46
10820,a,0.6
10821,b,0.58
10822,c,0.49
10823,d,0.55
10824,a,0.63
10825,d,0.51
10826,a,0.52
10827,c,0.53
10828,d,0.52
10829,d,0.55
10830,a,0.55
10831,c,0.53
10832,d,0.57
10833,c,0.49
10834,d,0.49
10835,d,0.53
10836,a,0.56
10837,b,0.51
10838,d,0.49
10839,b,0.54
10840,a,0.53
10841,c,0.57
10842,b,0.51
10843,d,0.51
10844,a,0.55
10845,d,0.56
10846,b,0.5
10847,a,0.52
10848,a,0.56
10849,a,0.54
10850,c,0.53
10851,a,0.56
10852,b,0.58
10853,b,0.52
10854,b,0.51
10855,d,0.54
10856,b,0.61
10857,a,0.55
10858,a,0.47
10859,d,0.53
10860,b,0.53
10861,d,0.51
10862,a,0.52
10863,b,0.48
10864,a,0.52
10865,d,0.58
10866,d,0.54
10867,a,0.52
10868,c,0.51
10869,d,0.58
10870,d,0.5
10871,a,0.51
10872,b,0.49
10873,d,0.51
10874,c,0.49
10875,b,0.59
10876,b,0.55
10877,c,0.51
10878,d,0.53
10879,c,0.52
10880,d,0.57
10881,d,0.53
10882,c,0.49
10883,d,0.44
10884,b,0.65
10885,a,0.44
10886,d,0.52
10887,a,0.5
10888,d,0.61
10889,c,0.41
10890,c,0.43
10891,c,0.54
10892,d,0.61
10893,a,0.54
10894,b,0.58
10895,a,0.57
10896,d,0.52
10897,d,0.49
10898,a,0.55
10899,b,0.52
10900,a,0.57
10901,c,0.53
10902,a,0.53
10903,c,0.52
10904,d,0.53
10905,d,0.57
10906,a,0.69
10907,a,0.59
10908,b,0.53
10909,c,0.49
10910,a,0.59
10911,a,0.56
10912,a,0.54
10913,c,0.51
10914,b,0.52
10915,d,0.49
10916,a,0.58
10917,c,0.55
10918,a,0.57
10919,b,0.51
10920,a,0.56
10921,d,0.55
10922,d,0.53
10923,b,0.58
10924,c,0.49
10925,b,0.51
10926,c,0.47
10927,b,0.5
10928,c,0.57
10929,b,0.6
10930,d,0.49
10931,c,0.51
10932,b,0.53
10933,c,0.49
10934,a,0.58
10935,a,0.79
10936,b,0.59
10937,d,0.56
10938,c,0.56
10939,a,0.59
10940,b,0.56
10941,a,0.42
10942,c,0.49
10943,b,0.53
10944,a,0.5
10945,c,0.49
10946,c,0.56
10947,a,0.59
10948,c,0.56
10949,d,0.48
10950,c,0.55
10951,c,0.55
10952,d,0.55
10953,d,0.49
10954,c,0.58
10955,a,0.47
10956,a,0.49
10957,d,0.5
10958,b,0.58
10959,d,0.55
10960,a,0.55
10961,a,0.54
10962,c,0.5
10963,a,0.54
10964,b,0.55
10965,b,0.58
10966,a,0.5
10967,d,0.56
10968,c,0.56
10969,b,0.51
10970,c,0.51
10971,b,0.57
10972,a,0.55
10973,c,0.47
10974,d,0.53
10975,a,0.52
10976,d,0.59
10977,a,0.58
10978,a,0.49
10979,c,0.53
10980,d,0.48
10981,a,0.54
10982,d,0.52
10983,b,0.53
10984,b,0.47
10985,c,0.46
10986,d,0.59
10987,c,0.53
10988,a,0.54
10989,b,0.51
10990,a,0.55
10991,a,0.52
10992,c,0.5
10993,a,0.52
10994,c,0.46
10995,d,0.54
10996,b,0.53
10997,a,0.52
10998,c,0.53
10999,d,0.5
11000,a,0.54
11001,b,0.48
11002,c,0.5
11003,d,0.55
11004,d,0.5
11005,c,0.56
11006,d,0.55
11007,c,0.46
11008,c,0.52
11009,a,0.59
11010,a,0.51
11011,b,0.45
11012,a,0.57
11013,a,0.54
11014,a,0.51
11015,c,0.52
11016,d,0.55
11017,b,0.46
11018,a,0.45
11019,b,0.54
11020,d,0.49
11021,b,0.53
11022,b,0.53
11023,a,0.54
11024,d,0.54
11025,a,0.56
11026,c,0.57
11027,c,0.56
11028,d,0.54
11029,c,0.52
11030,c,0.51
11031,c,0.58
11032,d,0.45
11033,c,0.54
11034,b,0.56
11035,a,0.5
11036,d,0.55
11037,c,0.54
11038,c,0.59
11039,a,0.59
11040,a,0.51
11041,b,0.55
11042,c,0.59
11043,b,0.48
11044,a,0.53
11045,a,0.62
11046,b,0.53
11047,b,0.54
11048,d,0.5
11049,a,0.7
11050,c,0.6
11051,b,0.49
11052,a,0.51
11053,a,0.6
11054,b,0.5
11055,c,0.55
11056,c,0.55
11057,a,0.52
11058,d,0.54
11059,a,0.53
11060,d,0.54
11061,b,0.45
11062,d,0.53
11063,d,0.53
11064,c,0.51
11065,d,0.5
11066,b,0.53
11067,c,0.54
11068,d,0.54
11069,c,0.54
11070,d,0.54
11071,d,0.58
11072,b,0.47
11073,b,0.64
11074,a,0.53
11075,b,0.54
11076,b,0.56
11077,a,0.49
11078,d,0.49
11079,b,0.53
11080,c,0.45
11081,d,0.5
11082,d,0.52
11083,a,0.52
11084,b,0.55
11085,b,0.57
11086,d,0.52
11087,c,0.62
11088,b,0.63
11089,b,0.55
11090,b,0.57
11091,a,0.48
11092,c,0.38
11093,d,0.59
11094,c,0.59
11095,b,0.52
11096,b,0.54
11097,b,0.58
11098,c,0.52
11099,b,0.55
11100,a,0.5
11101,c,0.56
11102,a,0.5
11103,c,0.47
11104,d,0.53
11105,c,0.51
11106,c,0.53
11107,a,0.54
11108,b,0.56
11109,a,0.53
11110,a,0.52
11111,a,0.51
11112,d,0.54
11113,d,0.48
11114,b,0.49
11115,c,0.58
11116,a,0.53
11117,a,0.6
11118,b,0.52
11119,a,0.5
11120,a,0.54
11121,b,0.59
11122,b,0.5
11123,a,0.51
11124,b,0.55
11125,c,0.53
11126,c,0.52
11127,b,0.79
11128,c,0.45
11129,c,0.47
11130,c,0.51
11131,d,0.5
11132,b,0.58
11133,c,0.49
11134,c,0.51
11135,a,0.52
11136,b,0.5
11137,a,0.51
11138,a,0.62
11139,a,0.6
11140,d,0.53
11141,a,0.45
11142,c,0.56
11143,a,0.52
11144,d,0.55
11145,c,0.56
11146,c,0.57
11147,a,0.58
11148,c,0.57
11149,b,0.47
11150,b,0.54
11151,b,0.55
11152,b,0.53
11153,a,0.58
11154,c,0.52
11155,a,0.49
11156,d,0.56
11157,b,0.47
11158,a,0.52
11159,d,0.51
11160,c,0.54
11161,b,0.52
11162,c,0.5
11163,b,0.54
11164,d,0.57
11165,a,0.49
11166,b,0.49
11167,b,0.5
11168,b,0.5
11169,b,0.5
11170,d,0.49
11171,a,0.49
11172,a,0.56
11173,c,0.52
11174,c,0.53
11175,b,0.49
11176,a,0.55
11177,d,0.52
11178,c,0.49
11179,c,0.54
11180,c,0.55
11181,d,0.45
11182,b,0.45
11183,c,0.56
11184,a,0.54
11185,d,0.52
11186,a,0.54
11187,c,0.55
11188,c,0.53
11189,d,0.56
11190,c,0.47
11191,d,0.54
11192,b,0.53
11193,b,0.56
11194,b,0.58
11195,c,0.53
11196,b,0.52
11197,d,0.39
11198,c,0.47
11199,b,0.55
11200,b,0.44
11201,a,0.51
11202,b,0.59
11203,d,0.54
11204,c,0.56
11205,b,0.54
11206,a,0.66
11207,d,0.48
11208,b,0.5
11209,d,0.59
11210,c,0.52
11211,b,0.54
11212,c,0.5
11213,a,0.56
11214,a,0.54
11215,b,0.53
11216,b,0.54
11217,d,0.52
11218,b,0.55
11219,b,0.54
11220,d,0.56
11221,c,0.89
11222,c,0.55
11223,b,0.45
11224,d,0.59
11225,d,0.5
11226,d,0.57
11227,b,0.51
11228,d,0.6
11229,a,0.53
11230,b,0.57
11231,b,0.6
11232,a,0.56
11233,b,0.54
11234,b,0.55
11235,b,0.64
11236,b,0.48
11237,a,0.52
11238,a,0.58
11239,d,0.55
11240,b,0.51
11241,a,0.57
11242,d,0.54
11243,c,0.44
11244,c,0.52
11245,b,0.55
11246,d,0.44
11247,b,0.55
11248,a,0.59
11249,b,0.6
11250,d,0.56
11251,c,0.56
11252,d,0.5
11253,a,0.49
11254,d,0.49
11255,a,0.54
11256,b,0.49
11257,b,0.57
11258,c,0.48
11259,b,0.51
11260,c,0.52
11261,a,0.54
11262,b,0.51
11263,b,0.56
11264,b,0.57
11265,c,0.5
11266,d,0.51
11267,d,0.53
11268,a,0.45
11269,d,0.6
11270,d,0.55
11271,d,0.55
11272,b,0.47
11273,c,0.55
11274,d,0.61
11275,d,0.5
11276,d,0.59
11277,b,0.56
11278,d,0.48
11279,c,0.55
11280,d,0.55
11281,a,0.53
11282,c,0.52
11283,c,0.52
11284,a,0.52
11285,d,0.47
11286,a,0.54
11287,b,0.55
11288,b,0.55
11289,a,0.51
11290,d,0.52
11291,b,0.58
11292,d,0.57
11293,a,0.53
11294,b,0.5
11295,d,0.51
11296,b,0.53
11297,a,0.54
11298,a,0.78
11299,d,0.57
11300,c,0.56
11301,a,0.55
11302,b,0.63
11303,b,0.56
11304,b,0.5
11305,a,0.52
11306,a,0.51
11307,c,0.55
11308,b,0.6
11309,b,0.55
11310,c,0.6
11311,d,0.53
11312,a,0.61
11313,d,0.46
11314,a,0.6
11315,b,0.52
11316,a,0.61
11317,a,0.52
11318,b,0.55
11319,a,0.51
11320,a,0.57
11321,a,0.5
11322,d,0.55
11323,c,0.53
11324,d,0.54
11325,a,0.54
11326,d,0.57
11327,a,0.52
11328,d,0.49
11329,d,0.57
11330,a,0.47
11331,c,0.56
11332,b,0.51
11333,a,0.53
11334,b,0.54
11335,d,0.47
11336,a,0.51
11337,b,0.55
11338,c,0.48
11339,c,0.58
11340,d,0.52
11341,c,0.49
11342,a,0.51
11343,b,0.54
11344,a,0.54
11345,a,0.57
11346,b,0.55
11347,c,0.52
11348,c,0.59
11349,d,0.44
11350,a,0.59
11351,c,0.55
11352,d,0.9
11353,d,0.5
11354,a,0.56
11355,c,0.58
11356,a,0.56
11357,a,0.47
11358,a,0.54
11359,a,0.55
11360,b,0.59
11361,b,0.63
11362,c,0.56
11363,a,0.45
11364,a,0.49
11365,a,0.54
11366,b,0.53
11367,a,0.59
11368,d,0.5
11369,c,0.52
11370,c,0.55
11371,c,0.52
11372,a,0.53
11373,d,0.53
11374,c,0.51
11375,b,0.52
11376,d,0.87
11377,b,0.33
11378,b,0.56
11379,c,0.44
11380,b,0.54
11381,a,0.49
11382,d,0.51
11383,d,0.56
11384,a,0.53
11385,c,0.57
11386,a,0.49
11387,a,0.48
11388,b,0.48
11389,b,0.57
11390,b,0.53
11391,a,0.49
11392,c,0.61
11393,c,0.51
11394,b,0.53
11395,d,0.56
11396,d,0.53
11397,d,0.6
11398,d,0.54
11399,b,0.59
11400,c,0.52
11401,b,0.54
11402,d,0.56
11403,d,0.53
11404,d,0.53
11405,b,0.52
11406,d,0.61
11407,a,0.58
11408,d,0.44
11409,b,0.49
11410,d,0.52
11411,d,0.56
11412,a,0.51
11413,b,0.56
11414,b,0.54
11415,d,0.5
11416,c,0.55
11417,c,0.57
11418,a,0.5
11419,c,0.51
11420,b,0.48
11421,b,0.51
11422,d,0.5
11423,c,0.54
11424,a,0.54
11425,a,0.51
11426,c,0.53
11427,a,0.56
11428,b,0.53
11429,b,0.57
11430,c,0.45
11431,c,0.5
11432,d,0.51
11433,a,0.42
11434,a,0.56
11435,b,0.45
11436,d,0.44
11437,b,0.45
11438,a,0.56
11439,a,0.53
11440,d,0.56
11441,a,0.48
11442,d,0.58
11443,d,0.53
11444,c,0.54
11445,d,0.56
11446,b,0.52
11447,c,0.53
11448,d,0.52
11449,b,0.51
11450,d,0.51
11451,c,0.54
11452,b,0.51
11453,b,0.57
11454,d,0.52
11455,b,0.54
11456,d,0.53
11457,d,0.71
11458,b,0.57
11459,c,0.59
11460,a,0.55
11461,c,0.6
11462,b,0.46
11463,b,0.54
11464,b,0.54
11465,c,0.56
11466,a,0.55
11467,a,0.49
11468,a,0.53
11469,d,0.52
11470,a,0.49
11471,d,0.48
11472,d,0.6
11473,c,0.55
11474,a,0.54
11475,a,0.58
11476,c,0.54
11477,a,0.54
11478,b,0.52
11479,c,0.6
11480,a,0.61
11481,d,0.52
11482,d,0.54
11483,c,0.54
11484,c,0.54
11485,d,0.55
11486,b,0.52
11487,c,0.55
11488,b,0.53
11489,d,0.52
11490,a,0.47
11491,b,0.59
11492,d,0.5
11493,b,0.52
11494,c,0.52
11495,a,0.51
11496,b,0.52
11497,b,0.55
11498,c,0.51
11499,d,0.56
11500,d,0.56
11501,c,0.58
11502,d,0.53
11503,a,0.6
11504,d,0.55
11505,d,0.51
11506,b,0.49
11507,a,0.51
11508,b,0.56
11509,d,0.47
11510,a,0.46
11511,a,0.51
11512,a,0.57
11513,d,0.54
11514,c,0.56
11515,c,0.49
11516,c,0.55
11517,b,0.5
11518,b,0.45
11519,d,0.46
11520,d,0.67
11521,b,0.0
11522,b,0.51
11523,a,0.64
11524,d,0.53
11525,b,0.48
11526,c,0.46
11527,b,0.53
11528,d,0.52
11529,c,0.44
11530,d,0.56
11531,b,0.45
11532,b,0.54
11533,c,0.47
11534,c,0.51
11535,c,0.5
11536,b,0.49
11537,a,0.53
11538,d,0.52
11539,a,0.52
11540,d,0.53
11541,c,0.52
11542,a,0.46
11543,a,0.57
11544,c,0.44
11545,b,0.52
11546,a,0.54
11547,b,0.52
11548,d,0.5
11549,a,0.52
11550,a,0.53
11551,a,0.56
11552,c,0.51
11553,c,0.47
11554,b,0.54
11555,c,0.56
11556,a,0.45
11557,a,0.51
11558,c,0.5
11559,a,0.54
11560,a,0.6
11561,b,0.45
11562,c,0.47
11563,a,0.54
11564,c,0.52
11565,c,0.53
11566,d,0.63
11567,a,0.5
11568,c,0.51
11569,d,0.52
11570,a,0.53
11571,b,0.56
11572,b,0.46
11573,d,0.54
11574,b,0.51
11575,d,0.57
11576,d,0.46
11577,a,0.52
11578,c,0.52
11579,d,0.56
11580,d,0.52
11581,d,0.55
11582,c,0.54
11583,b,0.53
11584,d,0.58
11585,d,0.45
11586,a,0.56
11587,a,0.51
11588,b,0.51
11589,d,0.52
11590,a,0.6
11591,d,0.55
11592,d,0.56
11593,d,0.53
11594,d,0.52
11595,d,0.52
11596,c,0.57
11597,c,0.52
11598,a,0.57
11599,b,0.52
11600,d,0.62
11601,d,0.51
11602,c,0.6
11603,a,0.53
11604,a,0.51
11605,b,0.57
11606,c,0.55
11607,d,0.54
11608,c,0.55
11609,c,0.5
11610,a,0.52
11611,c,0.52
11612,a,0.58
11613,a,0.52
11614,c,0.57
11615,b,0.54
11616,c,0.5
11617,c,0.53
11618,c,0.51
11619,a,0.52
11620,d,0.44
11621,a,0.52
11622,c,0.55
11623,a,0.44
11624,c,0.49
11625,c,0.52
11626,c,0.57
11627,b,0.53
11628,d,0.54
11629,d,0.52
11630,c,0.56
11631,d,0.55
11632,d,0.53
11633,c,0.58
11634,c,0.5
11635,b,0.51
11636,b,0.62
11637,a,0.58
11638,a,0.51
11639,d,0.55
11640,a,0.54
11641,b,0.49
11642,a,0.51
11643,a,0.66
11644,a,0.61
11645,d,0.51
11646,d,0.44
11647,c,0.57
11648,a,0.56
11649,c,0.57
11650,c,0.47
11651,a,0.57
11652,b,0.54
11653,a,0.53
11654,c,0.56
11655,a,0.52
11656,b,0.56
11657,d,0.54
11658,a,0.51
11659,d,0.51
11660,b,0.53
11661,c,0.48
11662,d,0.52
11663,b,0.52
11664,a,0.58
11665,b,0.52
11666,b,0.52
11667,a,0.55
11668,a,0.52
11669,c,0.56
11670,d,0.52
